country,period,log_rel_flu_level,cov_daily_cases,workplace_presence_reduction,idvi,age,T,RH,latitude,longitude,nb_days_school_closure,nb_days_workplace_closure,nb_days_public_event_restrictions,nb_days_gathering_restrictions,nb_days_public_transport_restrictions,nb_days_stay_at_home_requirements,nb_days_facial_covering_requirements,nb_days_elderly_shielding,nb_days_international_travel_restrictions,nb_days_testing_implementation,nb_days_contact_tracing_implementation
Indonesia,summer2020,-0.5796120543454386,7.161571428571429,18.114285714285717,0.562944,29.3,299.7188785022967,77.1383239983085,-4.887366088802735,108.4527463241145,15.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,0.0
Indonesia,winter2021,-1.065372833170426,31.875505494505493,27.37142857142857,0.562944,29.3,298.88999580110664,84.67487612885266,-4.887366088802735,108.4527463241145,14.0,0.0,0.0,0.0,0.0,8.0,91.0,0.0,84.0,35.0,20.0
Iraq,autumn2020,-1.6486370324171926,75.87416483516483,10.0,0.432182,20.0,299.06974753783834,36.332587358430224,33.453356682419184,44.73157644930604,76.0,91.0,0.0,6.0,91.0,91.0,91.0,10.0,2.0,0.0,0.0
Iraq,winter2021,-0.6122119316899444,48.98160439560439,6.0,0.432182,20.0,288.66051520867666,47.33385324806866,33.453356682419184,44.73157644930604,33.0,65.0,25.0,20.0,60.0,91.0,91.0,25.0,78.0,20.0,0.0
Ireland,autumn2020,-2.1369890064986525,99.6814945054945,24.14814814814815,0.90632,38.7,282.89678955078125,84.59700012207031,53.33306,-6.24889,61.0,91.0,75.0,54.0,58.0,87.0,0.0,91.0,0.0,0.0,91.0
Ireland,spring2020,-0.7902320746387373,55.51724175824175,48.92592592592592,0.90632,38.7,282.8465270996094,74.45191955566406,53.33306,-6.24889,91.0,80.0,91.0,91.0,70.0,81.0,0.0,80.0,0.0,0.0,10.0
Ireland,spring2021,-2.3963588447923017,88.35262637362638,27.185185185185187,0.90632,38.7,281.95587158203125,77.71038055419922,53.33306,-6.24889,28.0,91.0,84.0,91.0,91.0,56.0,91.0,91.0,91.0,0.0,91.0
Ireland,winter2021,-3.1322814421367577,332.02758241758244,42.48148148148148,0.90632,38.7,278.552490234375,85.06394958496094,53.33306,-6.24889,91.0,91.0,91.0,91.0,91.0,91.0,73.0,91.0,66.0,0.0,63.0
Israel,autumn2020,-2.0943349817344457,237.68245054945052,27.15,0.782439,30.6,295.7896690485699,70.40326136511862,32.08395810660351,34.875412844751025,41.0,87.0,80.0,91.0,44.0,40.0,91.0,91.0,40.0,40.0,63.0
Israel,winter2021,-2.62042126877152,546.1991428571428,29.8,0.782439,30.6,288.88708572028844,63.633134605702885,32.08395810660351,34.875412844751025,11.0,91.0,91.0,91.0,90.0,42.0,91.0,91.0,91.0,91.0,91.0
Italy,winter2021,-3.440303073365321,251.10498901098893,23.77952755905512,0.82169,47.9,282.09973340930395,74.56509671515744,43.27400394408993,11.650189506342764,56.0,91.0,91.0,91.0,91.0,0.0,0.0,91.0,91.0,67.0,91.0
Jamaica,spring2020,-0.88163816444912,2.243362637362637,36.0,0.499783,31.4,299.4223022460937,77.17504119873047,17.99702,-76.79358,91.0,68.0,91.0,89.0,54.0,75.0,56.0,91.0,91.0,0.0,0.0
Jamaica,spring2021,-1.5998420639127795,69.39776923076923,31.466666666666665,0.499783,31.4,298.83447265625,78.28218078613281,17.99702,-76.79358,11.0,80.0,80.0,80.0,91.0,91.0,91.0,27.0,18.0,91.0,91.0
Jamaica,summer2021,-1.38795590588393,98.23159340659342,27.933333333333334,0.499783,31.4,300.3964538574219,77.88522338867188,17.99702,-76.79358,4.0,87.0,87.0,87.0,91.0,91.0,91.0,67.0,74.0,91.0,91.0
Japan,autumn2020,-3.985095820390156,9.141153846153845,5.833333333333333,0.92641,48.2,288.6387675263737,69.8067490489568,35.4445607857852,137.27533709581132,0.0,0.0,0.0,0.0,13.0,91.0,7.0,91.0,72.0,0.0,0.0
Japan,spring2020,-3.1180562271007517,1.4414175824175826,12.958333333333334,0.92641,48.2,288.6214656371023,68.04775388175521,35.4445607857852,137.27533709581132,77.0,0.0,0.0,0.0,0.0,28.0,0.0,91.0,73.0,0.0,0.0
Japan,spring2021,-4.595678983097934,28.518142857142852,9.4375,0.92641,48.2,289.2557249951159,67.83431664019447,35.4445607857852,137.27533709581132,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,91.0,0.0,65.0
Japan,winter2021,-3.784157659420463,23.305153846153843,9.041666666666666,0.92641,48.2,279.18589291189073,61.38233885668529,35.4445607857852,137.27533709581132,0.0,0.0,0.0,0.0,77.0,91.0,0.0,91.0,91.0,0.0,0.0
Jordan,autumn2020,-1.993338259171315,274.2699010989012,19.642857142857142,0.707361,23.2,297.36892321926416,58.031872372970085,32.05072350467669,35.96182631652947,91.0,88.0,91.0,91.0,91.0,87.0,52.0,87.0,91.0,0.0,0.0
Jordan,spring2021,-2.1066935206387183,284.9474725274725,31.071428571428573,0.707361,23.2,297.18914943096865,43.74457585507066,32.05072350467669,35.96182631652947,79.0,62.0,58.0,70.0,91.0,91.0,58.0,0.0,39.0,50.0,0.0
Jordan,winter2021,-2.581824960304516,232.6842527472528,25.785714285714285,0.707361,23.2,288.6288733041585,66.4318005764425,32.05072350467669,35.96182631652947,91.0,55.0,55.0,91.0,91.0,91.0,91.0,18.0,91.0,6.0,18.0
Kazakhstan,autumn2020,-1.1283935865464525,28.864186813186816,24.0,0.607098,30.6,280.446941990216,62.34841933377062,46.68298328635828,73.26364227333832,76.0,58.0,91.0,44.0,15.0,0.0,91.0,4.0,91.0,15.0,11.0
Kazakhstan,winter2021,-2.910490271702081,51.06271428571428,26.0,0.607098,30.6,271.96068183752334,72.29343395381953,46.68298328635828,73.26364227333832,91.0,71.0,91.0,80.0,14.0,47.0,91.0,7.0,91.0,0.0,0.0
Kenya,autumn2020,-0.6646862247768424,11.138802197802198,4.547619047619048,0.385436,20.0,301.6458696887293,70.5470019301537,-1.5516829865337756,37.09571059809962,91.0,15.0,55.0,68.0,28.0,91.0,38.0,91.0,0.0,0.0,91.0
Kenya,spring2021,-0.0617983537997897,12.410989010989011,-3.071428571428572,0.385436,20.0,301.56104351232216,71.37403689750153,-1.5516829865337756,37.09571059809962,54.0,0.0,77.0,44.0,84.0,91.0,91.0,84.0,59.0,0.0,91.0
Kenya,summer2020,-1.075864103450858,6.507780219780221,7.738095238095238,0.385436,20.0,300.11763888387065,73.3614608894615,-1.5516829865337756,37.09571059809962,91.0,91.0,91.0,91.0,91.0,69.0,91.0,91.0,47.0,0.0,12.0
Kenya,summer2021,0.2622223770184427,13.667505494505493,-22.536585365853657,0.385436,20.0,299.5833204821621,70.97352571063442,-1.5516829865337756,37.09571059809962,64.0,0.0,91.0,64.0,21.0,70.0,91.0,27.0,0.0,12.0,70.0
Kenya,winter2021,0.3880916192069601,4.265604395604396,3.1666666666666665,0.385436,20.0,302.3938686262732,64.5862888138164,-1.5516829865337756,37.09571059809962,21.0,0.0,91.0,43.0,91.0,91.0,91.0,91.0,0.0,0.0,91.0
Kyrgyzstan,winter2021,-2.4941752306757485,15.739912087912089,34.75,0.555486,26.3,282.6026306152344,53.21986389160156,42.87,74.59,14.0,14.0,0.0,77.0,14.0,0.0,91.0,0.0,70.0,0.0,1.0
Lao People's Democratic Republic,autumn2020,-0.5073885032080571,0.0268131868131868,7.0,0.355111,24.4,299.0586853027344,76.14993286132812,17.96667,102.6,0.0,91.0,0.0,0.0,0.0,0.0,69.0,0.0,62.0,0.0,91.0
Lao People's Democratic Republic,spring2020,-1.4749925314611008,0.0310722891566265,13.0,0.355111,24.4,302.9059753417969,67.4206771850586,17.96667,102.6,75.0,63.0,77.0,63.0,49.0,35.0,77.0,35.0,81.0,0.0,70.0
Lao People's Democratic Republic,spring2021,-0.2841199546207464,2.9009340659340657,34.0,0.355111,24.4,302.729736328125,71.07720947265625,17.96667,102.6,53.0,25.0,32.0,32.0,32.0,13.0,91.0,71.0,33.0,0.0,91.0
Lao People's Democratic Republic,summer2020,-1.377252042710079,0.0059670329670329,2.0,0.355111,24.4,301.732421875,83.17304992675781,17.96667,102.6,0.0,44.0,16.0,0.0,0.0,0.0,91.0,0.0,57.0,0.0,91.0
Lao People's Democratic Republic,summer2021,-2.0230992443864424,22.874989010989008,28.0,0.355111,24.4,301.8994445800781,79.56124114990234,17.96667,102.6,43.0,82.0,22.0,82.0,82.0,91.0,91.0,0.0,0.0,0.0,22.0
Lao People's Democratic Republic,winter2021,-0.0449430048377279,0.0104395604395604,13.0,0.355111,24.4,297.135986328125,62.58381271362304,17.96667,102.6,0.0,35.0,0.0,0.0,0.0,0.0,91.0,56.0,64.0,0.0,91.0
Latvia,spring2020,-0.6716957514950013,6.280571428571427,30.58974358974359,0.763937,43.9,280.719970703125,65.77597045898438,56.946,24.10589,91.0,83.0,57.0,86.0,75.0,91.0,0.0,91.0,85.0,5.0,19.0
Latvia,spring2021,-2.4083582818581752,248.68297802197804,26.923076923076923,0.763937,43.9,281.13446044921875,69.51728057861328,56.946,24.10589,91.0,78.0,91.0,91.0,0.0,0.0,37.0,0.0,91.0,0.0,0.0
Latvia,winter2021,-2.749981628945508,400.8806043956044,35.725,0.763937,43.9,270.69561767578125,86.43533325195312,56.946,24.10589,91.0,91.0,91.0,91.0,0.0,8.0,91.0,16.0,44.0,0.0,0.0
Lebanon,autumn2020,-1.576910661474909,198.3952307692308,22.25,0.546332,31.1,296.175048828125,66.9244384765625,33.9,35.48333,91.0,91.0,91.0,60.0,30.0,61.0,91.0,30.0,0.0,0.0,0.0
Lebanon,spring2021,-2.3464706855317696,201.18254945054943,30.9375,0.546332,31.1,293.6892395019531,64.72154235839844,33.9,35.48333,63.0,91.0,91.0,91.0,91.0,91.0,91.0,83.0,8.0,0.0,0.0
Lebanon,winter2021,-2.496998611183163,441.44671428571417,43.96875,0.546332,31.1,288.8268127441406,67.56790161132812,33.9,35.48333,91.0,91.0,91.0,91.0,91.0,91.0,91.0,78.0,34.0,0.0,0.0
Lithuania,spring2021,-2.326460162015144,295.6195714285714,16.202898550724637,0.771597,43.5,282.151611328125,71.67921447753906,54.68916,25.2798,91.0,46.0,35.0,91.0,4.0,39.0,0.0,91.0,20.0,22.0,91.0
Luxembourg,spring2021,-2.6460443953771127,223.35863736263732,22.0,0.875694,39.7,283.9089050292969,71.01513671875,49.61167,6.13,15.0,15.0,0.0,62.0,0.0,91.0,0.0,91.0,91.0,77.0,91.0
Luxembourg,winter2021,-2.8866400021152328,289.9179010989011,29.0,0.875694,39.7,278.4169311523437,82.9931869506836,49.61167,6.13,49.0,91.0,21.0,91.0,0.0,91.0,21.0,91.0,91.0,72.0,91.0
Malaysia,autumn2020,-1.387271120903482,24.66281318681319,17.764705882352942,0.761135,29.9,299.5292462910754,85.92088112389841,3.4462781545951104,103.3426337257226,76.0,69.0,74.0,0.0,7.0,0.0,84.0,91.0,48.0,91.0,91.0
Malaysia,spring2020,-0.1171336808958813,2.690571428571429,46.88235294117647,0.761135,29.9,300.49823063612075,85.07125501141073,3.4462781545951104,103.3426337257226,91.0,89.0,89.0,18.0,0.0,50.0,0.0,86.0,91.0,68.0,91.0
Malaysia,spring2021,-1.2872681890855724,111.8961098901099,16.294117647058822,0.761135,29.9,300.2333638174794,85.79026692703623,3.4462781545951104,103.3426337257226,72.0,55.0,33.0,33.0,34.0,33.0,91.0,91.0,85.0,91.0,22.0
Malaysia,summer2020,-0.947053825440853,0.4903406593406593,13.058823529411764,0.761135,29.9,299.932120788802,85.36764240700977,3.4462781545951104,103.3426337257226,40.0,88.0,88.0,0.0,0.0,0.0,0.0,91.0,91.0,91.0,91.0
Malaysia,summer2021,-1.5675544074106025,443.2961648351648,36.0,0.761135,29.9,300.0235920386125,82.86891277854356,3.4462781545951104,103.3426337257226,55.0,91.0,62.0,51.0,91.0,91.0,91.0,91.0,90.0,91.0,0.0
Mali,spring2020,0.3455460041660878,1.0578170731707317,8.5,0.184254,16.4,307.44937901217844,40.27181884362225,12.478146438287215,-7.699063834056081,88.0,46.0,82.0,82.0,0.0,46.0,37.0,0.0,82.0,0.0,62.0
Mali,spring2021,-0.7672207599447246,2.8648131868131865,6.0,0.184254,16.4,307.8176281291286,36.72105484732933,12.478146438287215,-7.699063834056081,0.0,91.0,91.0,91.0,0.0,91.0,91.0,0.0,0.0,22.0,91.0
Mali,summer2020,-0.1792547833334576,0.5875824175824176,7.0,0.184254,16.4,301.05788275585866,80.97355696575059,12.478146438287215,-7.699063834056081,91.0,0.0,91.0,91.0,0.0,0.0,91.0,0.0,46.0,0.0,91.0
Mali,summer2021,-0.2170599682532487,0.3336043956043956,0.5,0.184254,16.4,301.51066914818267,78.26549244229872,12.478146438287215,-7.699063834056081,0.0,69.0,69.0,69.0,0.0,35.0,91.0,0.0,0.0,34.0,84.0
Mauritius,spring2020,-0.7565783938551284,2.973483146067416,63.3,0.635763,37.4,296.9007568359375,73.3404769897461,-20.16194,57.49889,88.0,87.0,87.0,84.0,87.0,84.0,52.0,56.0,88.0,14.0,39.0
Mauritius,summer2020,-2.277058986186422,0.2070989010989011,9.363636363636363,0.635763,37.4,293.9537658691406,68.94125366210938,-20.16194,57.49889,16.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,91.0,91.0
Mexico,autumn2020,-3.029983993992919,49.06947252747254,25.848484848484848,0.734971,29.3,299.3112433092798,60.78093912909264,21.778946716336318,-100.7103203206436,91.0,83.0,91.0,0.0,87.0,21.0,0.0,0.0,4.0,0.0,0.0
Mexico,spring2020,-0.9344797796298692,12.382747252747254,39.60606060606061,0.734971,29.3,301.0745353794481,52.74996995460042,21.778946716336318,-100.7103203206436,84.0,78.0,83.0,63.0,0.0,63.0,0.0,0.0,86.0,0.0,0.0
Mexico,spring2021,-2.6748510324949697,24.286263736263734,14.727272727272728,0.734971,29.3,300.5548417366392,52.576896289622354,21.778946716336318,-100.7103203206436,91.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,91.0
Mexico,winter2021,-3.123050962593862,77.29508791208791,26.12121212121212,0.734971,29.3,297.4329671659213,51.22986267000623,21.778946716336318,-100.7103203206436,91.0,71.0,63.0,0.0,57.0,0.0,13.0,0.0,0.0,0.0,70.0
Mongolia,spring2020,-0.9541379857894706,0.6468791208791209,-0.5,0.626185,28.6,288.8271789550781,42.39395904541016,47.90771,106.88324,91.0,91.0,91.0,75.0,0.0,77.0,0.0,3.0,91.0,0.0,91.0
Mongolia,winter2021,-2.120522325351845,10.083747252747251,17.5,0.626185,28.6,268.6092224121094,75.28441619873047,47.90771,106.88324,91.0,28.0,0.0,0.0,0.0,0.0,91.0,12.0,91.0,0.0,91.0
Mozambique,spring2020,-0.2349280710318303,0.2132117647058823,-1.4375,0.262501,17.7,296.2947297802865,70.59971165178892,-21.81529903177137,34.352252982952464,84.0,18.0,84.0,84.0,75.0,75.0,41.0,17.0,17.0,0.0,85.0
Nepal,autumn2020,-1.6241480141475182,71.93852747252747,21.0,0.404405,25.0,299.953798247807,74.09327640863879,27.82297551856039,85.01668338925603,71.0,25.0,0.0,91.0,91.0,66.0,91.0,0.0,91.0,0.0,25.0
Nepal,spring2020,-0.0488823944695609,2.132626373626373,58.0,0.404405,25.0,300.52381908092525,73.72205440575537,27.82297551856039,85.01668338925603,88.0,87.0,89.0,89.0,83.0,86.0,0.0,0.0,85.0,0.0,91.0
Nepal,spring2021,-0.6239052082039189,123.40346153846154,35.0,0.404405,25.0,302.0257617261964,62.55729924528131,27.82297551856039,85.01668338925603,56.0,46.0,46.0,40.0,46.0,40.0,91.0,41.0,28.0,0.0,0.0
Nepal,summer2020,-2.041132208086432,17.922791208791207,28.0,0.404405,25.0,303.83362046026514,91.04445358183288,27.82297551856039,85.01668338925603,91.0,91.0,45.0,91.0,57.0,37.0,8.0,0.0,79.0,0.0,91.0
Nepal,summer2021,-0.179337640202341,62.46848351648351,15.0,0.404405,25.0,303.5929392376776,90.89807145133064,27.82297551856039,85.01668338925603,78.0,44.0,78.0,78.0,71.0,49.0,91.0,91.0,0.0,83.0,0.0
Nepal,winter2021,-1.3924547830549605,9.927384615384616,5.0,0.404405,25.0,294.6049650297596,67.94113973697446,27.82297551856039,85.01668338925603,0.0,0.0,0.0,78.0,78.0,78.0,91.0,0.0,37.0,0.0,0.0
New Zealand,summer2020,-2.208155563707556,0.6301538461538462,2.2,0.916279,37.9,284.5090965758459,76.48854526283725,-38.72223293546598,174.44132115560825,0.0,19.0,22.0,0.0,0.0,0.0,0.0,91.0,91.0,0.0,91.0
Nicaragua,autumn2020,-0.986078314306739,1.7526923076923078,10.294117647058824,0.492491,27.3,299.43609619140625,80.61078643798828,12.13282,-86.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0
Nicaragua,summer2020,-0.8128576632120201,5.49912087912088,16.833333333333332,0.492491,27.3,300.39227294921875,75.85807800292969,12.13282,-86.2504,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,summer2021,-1.9551514193550144,7.686296703296703,2.611111111111111,0.492491,27.3,300.5556335449219,72.45563507080078,12.13282,-86.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,48.0,0.0
Niger,autumn2020,0.2878032259072358,0.4714615384615384,19.857142857142858,0.166531,15.1,304.7476695514397,39.89370221718446,13.594272940518556,3.997293730058258,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,62.0,0.0
Niger,winter2021,-0.0461025038193601,1.1377692307692306,22.0,0.166531,15.1,302.7972923398658,17.252232891063887,13.594272940518556,3.997293730058258,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
Nigeria,spring2021,-0.3681738820505381,0.3331538461538462,5.73404255319149,0.270681,18.1,302.0958122352644,69.0820544666239,7.600705340070521,5.919353266994245,0.0,0.0,0.0,91.0,63.0,91.0,91.0,63.0,0.0,0.0,57.0
Nigeria,summer2021,-0.4541756301272081,1.667824175824176,-4.523584905660377,0.270681,18.1,298.93013124096314,83.59535063138306,7.600705340070521,5.919353266994245,0.0,20.0,20.0,91.0,91.0,91.0,71.0,57.0,0.0,20.0,0.0
Nigeria,winter2021,-0.9984910102640752,4.547494505494505,14.448598130841122,0.270681,18.1,301.7827823200513,58.49239687663424,7.600705340070521,5.919353266994245,77.0,0.0,0.0,91.0,0.0,91.0,91.0,22.0,0.0,0.0,91.0
Norway,autumn2020,-2.1351695247938296,58.00284615384616,14.36065573770492,1.0,39.7,280.8832092285156,89.4068374633789,59.91273,10.74609,0.0,0.0,49.0,58.0,0.0,39.0,0.0,11.0,0.0,0.0,91.0
Norway,spring2020,-1.079831464947778,14.89831868131868,31.82758620689655,1.0,39.7,281.7047424316406,60.26665878295898,59.91273,10.74609,56.0,78.0,70.0,83.0,59.0,0.0,0.0,0.0,91.0,0.0,13.0
Norway,spring2021,-3.4926632937319506,95.71505494505494,15.103825136612022,1.0,39.7,281.69873046875,68.43302917480469,59.91273,10.74609,0.0,91.0,32.0,91.0,91.0,91.0,0.0,90.0,91.0,0.0,91.0
Norway,winter2021,-3.1752785275327526,79.29073626373626,19.453551912568305,1.0,39.7,271.5001525878906,87.56723022460938,59.91273,10.74609,50.0,51.0,91.0,70.0,58.0,91.0,0.0,91.0,45.0,0.0,91.0
Oman,autumn2020,-2.287709185044415,76.77657142857143,24.58333333333333,0.633743,30.7,300.9353589447779,51.00555167479776,22.20563917502177,57.59900733530621,48.0,40.0,91.0,91.0,39.0,12.0,91.0,40.0,0.0,74.0,0.0
Oman,spring2020,-0.8010301583055728,49.353351648351655,27.416666666666668,0.633743,30.7,304.26847463934985,50.04824162056688,22.20563917502177,57.59900733530621,91.0,76.0,90.0,90.0,88.0,43.0,28.0,66.0,91.0,0.0,40.0
Oman,spring2021,-2.237849150703547,184.64537362637367,33.833333333333336,0.633743,30.7,305.4537243272616,42.52341559415244,22.20563917502177,57.59900733530621,91.0,85.0,79.0,79.0,72.0,80.0,91.0,85.0,88.0,91.0,0.0
Oman,winter2021,-1.7232102421357127,43.39536263736263,27.416666666666668,0.633743,30.7,295.94909542041364,51.37942291594344,22.20563917502177,57.59900733530621,8.0,11.0,91.0,91.0,0.0,11.0,91.0,11.0,63.0,91.0,0.0
Pakistan,autumn2020,-0.611553641417096,6.771307692307693,2.333333333333333,0.308544,23.5,299.7194536866592,53.67307650066443,29.364233901903635,70.95306279965261,34.0,39.0,0.0,0.0,0.0,17.0,91.0,74.0,0.0,0.0,91.0
Pakistan,spring2021,0.1031743755739125,16.333956043956046,0.5238095238095238,0.308544,23.5,303.0487448846828,49.974365926531455,29.364233901903635,70.95306279965261,0.0,87.0,20.0,4.0,4.0,30.0,91.0,57.0,0.0,91.0,0.0
Pakistan,winter2021,-0.4223666806207866,8.132747252747253,1.0,0.308544,23.5,292.57300432365827,57.05001591213771,29.364233901903635,70.95306279965261,49.0,91.0,0.0,0.0,0.0,0.0,91.0,91.0,0.0,5.0,86.0
Panama,spring2020,-0.5605317126078714,53.60845054945056,69.0,0.606521,29.7,299.6645202636719,82.30616760253906,8.995816,-79.519572,91.0,87.0,91.0,91.0,73.0,81.0,13.0,82.0,91.0,0.0,0.0
Panama,spring2021,-1.7523159714391263,100.12691208791207,20.5,0.606521,29.7,299.2876281738281,84.81439971923828,8.995816,-79.519572,91.0,91.0,35.0,91.0,91.0,0.0,91.0,0.0,50.0,91.0,91.0
Panama,summer2020,-0.936536491597796,201.4601208791209,51.5,0.606521,29.7,299.04229736328125,89.33292388916014,8.995816,-79.519572,91.0,69.0,91.0,91.0,71.0,24.0,91.0,91.0,91.0,0.0,16.0
Panama,summer2021,-2.2411251761084863,186.01336263736263,13.5,0.606521,29.7,299.0754699707031,88.8120346069336,8.995816,-79.519572,91.0,91.0,0.0,77.0,57.0,7.0,91.0,0.0,0.0,91.0,91.0
Paraguay,spring2020,-1.6712783921850556,1.949923076923077,20.55555555555556,0.541167,26.5,295.0951653923479,63.42568249309341,-25.31967162806589,-57.370612155438046,91.0,91.0,91.0,91.0,82.0,86.0,0.0,19.0,91.0,0.0,91.0
Paraguay,spring2021,-2.5125174318956867,321.8052417582418,15.38888888888889,0.541167,26.5,295.2599507351273,69.5680828448836,-25.31967162806589,-57.370612155438046,44.0,85.0,16.0,91.0,40.0,91.0,85.0,91.0,0.0,25.0,91.0
Paraguay,summer2020,-2.032757555823291,40.37978021978022,6.388888888888889,0.541167,26.5,293.16803043930656,62.62737075152556,-25.31967162806589,-57.370612155438046,40.0,91.0,91.0,91.0,71.0,81.0,48.0,0.0,91.0,0.0,91.0
Paraguay,summer2021,-3.14420535808296,103.23029670329667,6.888888888888889,0.541167,26.5,292.05628659686363,59.93580792816808,-25.31967162806589,-57.370612155438046,0.0,72.0,0.0,91.0,0.0,91.0,90.0,79.0,0.0,8.0,91.0
Peru,spring2020,-0.1940188089512667,75.66375824175825,53.19607843137255,0.64567,29.1,295.31577732255465,81.03446812558988,-11.505557535326767,-76.6434126887082,91.0,91.0,91.0,91.0,70.0,91.0,74.0,91.0,91.0,0.0,6.0
Peru,spring2021,-3.9845956881727824,196.2185604395604,14.53225806451613,0.64567,29.1,294.65804255811975,82.18040755360343,-11.505557535326767,-76.6434126887082,35.0,23.0,91.0,91.0,52.0,1.0,91.0,40.0,52.0,51.0,40.0
Peru,summer2021,-4.096288980797524,51.86962637362637,2.56198347107438,0.64567,29.1,292.4845311404593,78.40537790064802,-11.505557535326767,-76.6434126887082,21.0,21.0,56.0,91.0,91.0,63.0,91.0,0.0,91.0,91.0,21.0
Philippines,spring2021,0.0217118924986132,68.69096703296704,27.653846153846157,0.544923,25.2,300.8257325248981,75.29408591661019,12.839345087520094,121.87068514555573,53.0,82.0,0.0,0.0,55.0,0.0,76.0,57.0,91.0,55.0,71.0
Philippines,summer2021,-0.2233228527665181,90.222978021978,26.57692307692308,0.544923,25.2,300.4047714312667,80.85169292345682,12.839345087520094,121.87068514555573,91.0,60.0,0.0,0.0,8.0,0.0,91.0,32.0,91.0,91.0,59.0
Poland,spring2020,-0.4918037429262097,8.510736263736263,27.749367088607595,0.782799,41.8,283.8823802273193,60.3604246897407,52.03484967821903,19.2112777481206,91.0,91.0,75.0,60.0,67.0,60.0,44.0,15.0,91.0,0.0,0.0
Poland,spring2021,-2.6071930845354654,282.2588461538461,11.906801007556677,0.782799,41.8,283.26728143692253,69.08627689003453,52.03484967821903,19.2112777481206,61.0,91.0,74.0,83.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0
Poland,winter2021,-2.380604516763672,224.14597802197807,20.65491183879093,0.782799,41.8,273.97944365814857,84.28076086396543,52.03484967821903,19.2112777481206,91.0,91.0,91.0,91.0,91.0,91.0,29.0,81.0,81.0,0.0,0.0
Portugal,autumn2020,-2.059854134430081,307.7562307692308,12.089622641509434,0.888782,46.2,288.93899114240475,78.34683241881478,39.46491666887831,-8.981216653674583,17.0,91.0,91.0,90.0,91.0,0.0,47.0,91.0,91.0,91.0,0.0
Portugal,winter2021,-2.9875517142550856,503.1044945054945,37.953216374269005,0.888782,46.2,284.68872471695755,77.82145118942002,39.46491666887831,-8.981216653674583,52.0,91.0,91.0,91.0,91.0,67.0,91.0,91.0,91.0,91.0,17.0
Qatar,autumn2020,-3.0507343638110425,72.07578021978021,2.5,0.787534,31.9,301.0603332519531,59.48530578613281,25.26955715043531,51.459604106391474,91.0,0.0,91.0,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0
Qatar,spring2020,-0.8046401010226316,296.9915054945054,37.0,0.787534,31.9,302.42333984375,45.97417831420898,25.26955715043531,51.459604106391474,91.0,90.0,85.0,85.0,91.0,90.0,18.0,0.0,91.0,33.0,91.0
Qatar,spring2021,-0.7662690112828203,185.5348461538462,11.5,0.787534,31.9,303.86700439453125,37.65945053100587,25.26955715043531,51.459604106391474,74.0,85.0,74.0,91.0,91.0,91.0,91.0,80.0,0.0,91.0,91.0
Qatar,summer2020,-1.933306884483883,158.01097802197802,9.5,0.787534,31.9,309.8828430175781,51.08893203735352,25.26955715043531,51.459604106391474,91.0,78.0,91.0,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0
Qatar,summer2021,0.0447130292880136,55.91765934065935,7.5,0.787534,31.9,309.7577209472657,55.5898323059082,25.26955715043531,51.459604106391474,0.0,24.0,0.0,91.0,91.0,91.0,91.0,36.0,26.0,72.0,91.0
Qatar,winter2021,-2.221862239905426,109.83672527472528,7.0,0.787534,31.9,292.7594909667969,59.66183090209962,25.26955715043531,51.459604106391474,91.0,40.0,91.0,91.0,91.0,91.0,40.0,0.0,8.0,77.0,91.0
Republic of Korea,autumn2020,-2.015385091563152,4.540604395604396,5.0,0.879402,43.4,284.79140148861563,60.991444797012925,36.72506799976419,127.47274867804904,22.0,0.0,40.0,14.0,0.0,77.0,62.0,91.0,0.0,0.0,91.0
Republic of Korea,spring2021,-2.487684977703401,11.19267032967033,1.5,0.879402,43.4,287.84037827998674,66.20074400800858,36.72506799976419,127.47274867804904,0.0,0.0,49.0,91.0,0.0,91.0,91.0,91.0,52.0,91.0,91.0
Republic of Korea,winter2021,-2.717701231044672,11.25198901098901,11.5,0.879402,43.4,274.13670804535474,58.30635539768766,36.72506799976419,127.47274867804904,77.0,16.0,91.0,72.0,0.0,91.0,91.0,91.0,82.0,73.0,91.0
Republic of Moldova,spring2021,-1.916199203938376,140.18548351648352,24.0,0.635987,37.6,284.7041931152344,67.87046813964844,47.00556,28.8575,35.0,91.0,86.0,86.0,45.0,35.0,86.0,91.0,0.0,54.0,0.0
